competition_id,Ao5,round_type_id,group_id,scramble_num,scramble,Optimal Movecount,Optimal Solution
CrevalcorealCubo2025,1.67,2,A,5,R U' R2 F U R' F R' F' U F,9.0, U F' R U R2 F2 U2 R' F
Cube4funWislaMasters2023,1.67,1,A,1,R U' R' U R' U F U F U2 R',10.0, F U F U' F2 R F' U2 F R
Cube4funWislaMasters2023,1.67,1,A,2,U2 R' U' R2 U' R2 U' R F2 R2 U2,9.0, R2 F2 R U' R2 U' R2 U' R'
Cube4funWislaMasters2023,1.67,1,A,3,U2 R F' R' U' R2 U' R2 F U2 R,9.0, F R' U' R F2 R2 F R' U
Cube4funWislaMasters2023,1.67,1,A,4,R F' U R' F U2 R U F U' R,10.0, F U' F R2 F' R F' R2 F2 U2
Cube4funWislaMasters2023,1.67,1,A,5,R' U R2 U2 R2 F U' R2 U' F R,9.0, F' R F2 R F' U2 R F R
CubingPortalSandnes2023,1.67,1,C,1,U R U' R2 F R2 U' R' U' R F',9.0, R U' F2 R F' U2 R2 U F2
CubingPortalSandnes2023,1.67,1,C,2,R U' R' F' R2 U' F R' U' F R2,7.0, R' F' R U F' R2 F2
CubingPortalSandnes2023,1.67,1,C,3,U R' U' R U2 R' U' R F2 U' R,9.0, U F' R' F' R' U R2 F' U2
CubingPortalSandnes2023,1.67,1,C,4,R U2 F U' R U2 R' U' R2 U' R,8.0, F R' F' U R2 F' R' F2
CubingPortalSandnes2023,1.67,1,C,5,R2 U2 R2 U2 F U' F U2 F' R2 F',9.0, F R2 F U2 F' U F' R2 U2
DarkhanWinter2022,1.67,1,D,1,R U2 F' U' R' U R' U R' U2 R,9.0, U F2 U F U R' U R U2
DarkhanWinter2022,1.67,1,D,2,R' U2 F R U F R U R' F U,8.0, R U F U' F' U F2 R2
DarkhanWinter2022,1.67,1,D,3,R' U2 R2 U' R2 U' F U' F' U2 R,8.0, U' F U2 F2 R2 F U F
DarkhanWinter2022,1.67,1,D,4,U' R' F U2 F U' F R U' R' U,7.0, F2 U' F R F2 R' F2
DarkhanWinter2022,1.67,1,D,5,U2 R U' R U2 R2 F U' R2 F' R',9.0, U' R2 U F' R2 U R2 U F2
DiTellaInspira2024,1.67,1,A,1,U' R' U R2 U2 R' U' R' F2 U' F',8.0, F R U' R U R2 U F2
DiTellaInspira2024,1.67,1,A,2,R' U R' F U2 R U' R' F' R U',10.0, F' U2 R' U F U' F2 U' R' F
DiTellaInspira2024,1.67,1,A,3,U' R2 U' R' U R' F U F U' R2,9.0, F R U R' U2 F R' U2 R
DiTellaInspira2024,1.67,1,A,4,R' F U R U2 R F' R2 F U' R2,8.0, R2 F' R2 F' R' U F' R'
DiTellaInspira2024,1.67,1,A,5,U R' U' R U' R2 U' R U2 R' U,9.0, R F2 U' F2 U F' R2 F' U2
DragonCubingII2024,1.67,1,C,1,U R' F2 R U' R U' R U2 R2 U',8.0, U' R F2 R U2 R U R'
DragonCubingII2024,1.67,1,C,2,F' U' F U2 F U2 R2 U' F' R2 F,9.0, F R U F' U2 R2 F U' F'
DragonCubingII2024,1.67,1,C,3,U R U' R' U2 R' F2 R U' R' U,10.0, F U F' U2 R' U R F2 U2 F
DragonCubingII2024,1.67,1,C,4,U2 R2 F R U' R' U2 F R2 U' R2,8.0, F2 R2 U' R F R' U2 R2
DragonCubingII2024,1.67,1,C,5,R' U' F R F U2 F U2 R U R',9.0, R U' F2 U R' F R U2 R
DukeSummer2016,1.67,f,A,1,R F U' R2 U R' F R U2 R U',10.0, F U' R2 F2 R' F2 R F' R U'
DukeSummer2016,1.67,f,A,2,R2 U' F U2 R' U2 R U' R2 U' R,9.0, U2 F R' U F R' F2 U F'
DukeSummer2016,1.67,f,A,3,U R U' F R U2 R' F R' U' F,9.0, F' R' F2 R' U F2 U' F R2
DukeSummer2016,1.67,f,A,4,U' R F' R2 F' U' F U' R' F R2,10.0, F R' U R2 U' F2 U' R F U2
DukeSummer2016,1.67,f,A,5,U2 R U' R2 U' R2 F' R2 F2 R2 U',10.0, F R2 U F' R2 F' U2 R F' U
ElPuenteSanGil2023,1.67,1,B,1,U R U2 F' U' F' R' U' R' U R,8.0, R' U' R2 F R' F2 R F
ElPuenteSanGil2023,1.67,1,B,2,U' R' F R2 F' R2 U2 F2 U R U',10.0, F U' F R' F' U F U' R2 U'
ElPuenteSanGil2023,1.67,1,B,3,R' U' R U R F' R2 F' U2 F R2,9.0, U F U2 R U R F2 R2 U'
ElPuenteSanGil2023,1.67,1,B,4,U F' R2 F U2 F' R U R' F R,10.0, F2 U' R2 F U' F2 U' F' R U'
ElPuenteSanGil2023,1.67,1,B,5,U' R' U2 F U R' U2 R2 U' R' U',8.0, R F R' U2 F2 R' U R'
EretumOpen2018,1.67,1,D,1,U R' U R U' F' U2 R2 F U' R2,9.0, R F' R' U F R2 U' F U'
EretumOpen2018,1.67,1,D,2,R' U2 F' U' R U' R' U2 F' U' R,9.0, F U F' R2 F U' F' U' F2
EretumOpen2018,1.67,1,D,3,U2 R F' U2 R' U R' F R2 U' R,9.0, U2 R F U2 R' U2 F R U'
EretumOpen2018,1.67,1,D,4,U2 R' U' R' F U2 F U2 F U2 R2,9.0, F' U2 F R2 F2 U' R U' F'
EretumOpen2018,1.67,1,D,5,R' U' R U' R2 F' R2 F' R U' R,10.0, F R U2 F2 R' F U' F' R F2
FSUbers402023,1.67,1,B,1,R' F' R U' R' U' F2 U R U' R,9.0, R' U R' F U' F U R U2
FSUbers402023,1.67,1,B,2,R' F U' R U2 R F' R' U F U,10.0, F2 U F' R F' R2 U R' F' U
FSUbers402023,1.67,1,B,3,U2 R' F2 R U2 R' F R2 U2 F' U',9.0, R2 F2 R F' U F' U F' R2
FSUbers402023,1.67,1,B,4,R2 U' R2 U2 F' U' R2 U' R2 F' U2,9.0, F U2 F' U R' F' R U' R2
FSUbers402023,1.67,1,B,5,U R' U' F' U' R U' R' U' F' U,8.0, U' R' U' R' F' U' F2 U'
FinnishChampionship2018,1.67,d,A,1,R' F' R2 U2 R2 U2 F R U2 R' F',8.0, R' U' F2 U R' U2 F R
FinnishChampionship2018,1.67,d,A,2,U R' U R' U' R U F' U' F' U',9.0, F R2 F2 R U2 R' U' R2 F
FinnishChampionship2018,1.67,d,A,3,F R U R' U' F R U2 R' U' F',8.0, R' F2 R U2 R U' R' F'
FinnishChampionship2018,1.67,d,A,4,R U2 R U2 R2 F R2 U2 R' U' R',7.0, U' F2 U F U' F U
FinnishChampionship2018,1.67,d,A,5,U2 R' U F R U' R U' R U2 R2,10.0, F2 R U2 R' F R2 F' R2 F' U
FitchburgFingertricks2025,1.67,1,C,1,F' R2 U' R2 U' F R U2 R' F R,8.0, F R F R' U F2 R' U2
FitchburgFingertricks2025,1.67,1,C,2,F U' F R U2 R' U2 R U R' F',4.0, U2 F U2 F2
FitchburgFingertricks2025,1.67,1,C,3,F U' F U' R2 U' R2 U2 R2 U2 R',7.0, R' U' R2 U F' U F'
FitchburgFingertricks2025,1.67,1,C,4,U R U2 R2 F' U' F U R2 U' R2,8.0, R2 U F R F' U R' U'
FitchburgFingertricks2025,1.67,1,C,5,U2 R U2 R' U R' F2 U' F' R2 U',9.0, F2 U' R F' R F R2 F2 U2
FloridaFallFest2019,1.67,1,E,1,U R' U R' U' F U' R F' R' U,9.0, U2 F U' R U2 F R F2 R2
FloridaFallFest2019,1.67,1,E,2,R F U' R U' F U2 F U' R U',9.0, F' U' R F' R' U R' F2 R
FloridaFallFest2019,1.67,1,E,3,R' U2 F2 U2 F' R2 U2 R' U' R' F',8.0, R' U' F U R' F2 U2 R'
FloridaFallFest2019,1.67,1,E,4,R' F R2 F' U2 R2 U' F U2 R2 U2,9.0, F U2 R2 U F' R2 U2 F' R
FloridaFallFest2019,1.67,1,E,5,U' R' F U2 F U F2 R U R' U',8.0, F2 U' F' U2 F' U' R U2
GACubersSummerBlast2018,1.67,1,D,1,U R' F' R U F' R' U' R' U' F,9.0, F U' R' U2 R U2 R' F U
GACubersSummerBlast2018,1.67,1,D,2,U' R' U' R2 U2 F' U' F' U' R' U',7.0, R F2 U F' R' U2 F'
GACubersSummerBlast2018,1.67,1,D,3,R U' F' R2 U2 F U2 F U R2 U',10.0, F U F' U F' R2 U R U F
GACubersSummerBlast2018,1.67,1,D,4,R' F U' R U2 R' F R U R2 U,8.0, F2 U R' F U' R U2 F2
GACubersSummerBlast2018,1.67,1,D,5,R U' R' U' R U' F' U' R2 U R2,8.0, F R F' R' U F R' U2
GuayaquilChampionship2018,1.67,1,D,1,U2 R U2 R2 U F R2 U2 R2 U2 F,9.0, F' R2 U2 F' U R2 U2 R U2
GuayaquilChampionship2018,1.67,1,D,2,R U R' F R U' R' U' F U R,9.0, F U' F' U' R' F2 U' F2 U
GuayaquilChampionship2018,1.67,1,D,3,R' U2 R' F' U F' R U' R' F R,9.0, R U2 F2 R' F U2 F2 U F2
GuayaquilChampionship2018,1.67,1,D,4,R F' U2 F' R2 U2 F' R U' R' F,8.0, F2 R U' F' U R F' U2
GuayaquilChampionship2018,1.67,1,D,5,R' U R2 U' F' R2 U' R U R U2,9.0, U' R U2 F' R' U2 R F2 R
HefeiSummer2019,1.67,1,D,1,U' R' F U' F' U2 F R2 U' R' F',9.0, R2 F2 U' F U' F R F2 U2
HefeiSummer2019,1.67,1,D,2,U' R F' R U2 F U' R U2 R U',9.0, U R2 U2 F' U F' R' U F'
HefeiSummer2019,1.67,1,D,3,R2 F R U2 R U' R' U2 F' R U,10.0, F U' F' R' U2 F U R' F R2
HefeiSummer2019,1.67,1,D,4,U2 R' F2 U F' U F U' R U2 R',9.0, R2 F' U2 F' R' U R2 F2 U2
HefeiSummer2019,1.67,1,D,5,U R' F R U' F' U' R' U R F',8.0, F R' U2 F R U R U'
HonoluluHPermHoike2023,1.67,1,B,1,R' U' R' F R U' R' U2 F R U2,9.0, U2 R U' R2 F2 R U2 F' U
HonoluluHPermHoike2023,1.67,1,B,2,U R U2 F2 R U' R2 U' R2 U' R2,9.0, F2 U F U' F2 U' R' U2 F'
HonoluluHPermHoike2023,1.67,1,B,3,U2 R' U' R U' R U' R2 F' R' U',9.0, U R U2 R2 U' F' R U' F'
HonoluluHPermHoike2023,1.67,1,B,4,F U2 R2 U' F' U' R2 U' R U' R',8.0, R' U2 R' F' R U' F U2
HonoluluHPermHoike2023,1.67,1,B,5,U2 R' F' U' F U F U' R U R',9.0, U2 F' U F2 U2 F U' R U'
HowlandHighSpring2017,1.67,d,E,1,R' F R F2 U' R U R U' R' U',8.0, R' U' R U2 F2 R' F' R
HowlandHighSpring2017,1.67,d,E,2,R' F U' F U R U2 R' F R' U,10.0, U2 F' U' F' R2 F U F2 U R2
HowlandHighSpring2017,1.67,d,E,3,U' R' U2 F R2 U' F' R' U2 R2 F,9.0, F U' R F2 U2 R F' U' R'
HowlandHighSpring2017,1.67,d,E,4,U R' F2 R U' F R U' R F' R2,9.0, F2 R' U R2 U' R F U2 F2
HowlandHighSpring2017,1.67,d,E,5,U2 R F' R' U R F R U R' U',8.0, F U2 R U2 R F U R
ICandanguim2023,1.67,1,C,1,U2 R U2 F R U2 R' U' R2 U' F',9.0, R' F' U R' F R U F2 U2
ICandanguim2023,1.67,1,C,2,R' F R2 U' R2 U' R U2 R' F2 U',8.0, U R2 U F2 U2 F R' U
ICandanguim2023,1.67,1,C,3,U' F U2 R U' R F' U2 R2 F U,9.0, U' R F R2 U' F R' F U'
ICandanguim2023,1.67,1,C,4,R2 F R U' R' F2 U2 F R U R,9.0, U' R2 F2 U F' R F' R U2
ICandanguim2023,1.67,1,C,5,U R' F' U' R U' R' F' U' F2 U',9.0, F R U R' F2 U2 R' F R2
ItsSarzanaOClock2024,1.67,2,B,1,U R2 F' U2 F U' F R2 U' R' U,10.0, F U2 R2 U R' U R2 F U' F2
ItsSarzanaOClock2024,1.67,2,B,2,R F' U2 R2 F U2 F U' R' F U2,8.0, U' R U R' U2 F2 U F2
ItsSarzanaOClock2024,1.67,2,B,3,F R U R' U' F U' R' U' R2 U',9.0, U R2 U R2 U R' F' U F2
ItsSarzanaOClock2024,1.67,2,B,4,F U' R U R' U2 F R2 F' U' R2,8.0, U' F U R' F2 U R2 U'
ItsSarzanaOClock2024,1.67,2,B,5,R' U' R' U' F U2 F' R2 F' R' U2,10.0, F R2 U R U2 F2 R U F2 R'
KhuvsgulLakeOpen2025,1.67,f,E,1,R U2 R2 U' F U F R U R F',8.0, F' U F2 U F' R F U
KhuvsgulLakeOpen2025,1.67,f,E,2,U' R' F U2 R' U2 R U R U' F',9.0, F U2 R2 U' R' U F' R U
KhuvsgulLakeOpen2025,1.67,f,E,3,R2 U' R' U' R U2 R' U R' F R2,7.0, R2 F' R2 U R' U2 R'
KhuvsgulLakeOpen2025,1.67,f,E,4,R F2 U' F R2 F' U' R' U' R' U',9.0, F U F2 R2 F U' R' F R'
KhuvsgulLakeOpen2025,1.67,f,E,5,R' U' F U F U' F U F' U2 R,9.0, R2 F2 R U R U F2 U2 R2
KoprCube2024,1.67,1,B,1,R' U' F2 U R' U R U' R' U2 F,9.0, F' U F R2 F U2 F' R U'
KoprCube2024,1.67,1,B,2,R' U F U' R2 U' R2 F R' F' U',9.0, F U F2 U R2 F' R F' U
KoprCube2024,1.67,1,B,3,U' R F U' R U' R' F R' U2 F,10.0, F U' F R' F R' U R F2 U2
KoprCube2024,1.67,1,B,4,U R2 F R U R' F U2 F' U' R,10.0, F U2 F' R F' U' F U' R U'
KoprCube2024,1.67,1,B,5,R' U' F U' R' F U F U2 F U,9.0, F2 U' F' U2 R2 F' U2 F' U2
KublordagLandvetterIII2025,1.67,1,C,1,U2 R2 F' U2 F U' R2 U2 R' U' R,9.0, F U F2 U' R U2 F R2 F
KublordagLandvetterIII2025,1.67,1,C,2,U2 R' F' R U R' F R U' R' U,9.0, F2 R' F U2 F' U R2 F' U'
KublordagLandvetterIII2025,1.67,1,C,3,R' U2 F' R2 F' U' R' U' R U' R',9.0, R2 U F U R' U2 R U' F
KublordagLandvetterIII2025,1.67,1,C,4,R' U2 F R' F R' U' F U' R U',7.0, F U2 F' R U' R2 F2
KublordagLandvetterIII2025,1.67,1,C,5,R U' R F' U2 R2 U2 F U' R U2,8.0, F2 R2 F R F2 R2 U2 R
KuwaitiNationals2024,1.67,f,B,1,U2 R' U R' U' R2 F' U' R2 F R',9.0, F R2 U2 R' F R' F U' R2
KuwaitiNationals2024,1.67,f,B,2,F U' R U R F' R2 U F U' F,10.0, U F R U' R2 U' R' F R2 U'
KuwaitiNationals2024,1.67,f,B,3,U R' F2 U' R U' R U' R2 U' F',9.0, F' R' U F2 R2 U F' R' F
KuwaitiNationals2024,1.67,f,B,4,U' R' F R' U R2 U' F' R2 U2 R,9.0, U R2 U R' U F' U F R
KuwaitiNationals2024,1.67,f,B,5,U' R' F U' F U R' U F U' F,9.0, F U2 R U' F' U' R2 F U
LasPinasSpeedcubingOpen2024,1.67,c,B,1,U R' U' R' F' U' R U' R F' U2,9.0, F R2 F' R' F' U2 R' U2 R
LasPinasSpeedcubingOpen2024,1.67,c,B,2,U' R U' R2 F U2 F' U' R U2 R',9.0, U' R' U F' U R' U F2 U'
LasPinasSpeedcubingOpen2024,1.67,c,B,3,R' F' R U R' F R2 U2 F' U' F',9.0, R U F' U' R F' R2 F2 U'
LasPinasSpeedcubingOpen2024,1.67,c,B,4,U' R U2 R2 F R U R2 F U' R,9.0, R F2 U' F R2 U2 F R' F'
LasPinasSpeedcubingOpen2024,1.67,c,B,5,U2 R' F U F R U R U2 F' U',10.0, F2 R F U2 F2 R' F' U R' F'
LatvianOpen2017,1.67,d,B,1,R' U2 R U' R' U' F R U' R2 F',9.0, R' F' U F2 U' F R F' R2
LatvianOpen2017,1.67,d,B,2,U' R U' F' U2 R2 F R2 U2 F' U',9.0, U F R2 F R2 F U R' U
LatvianOpen2017,1.67,d,B,3,R F R U R' U R' F U' F R,8.0, U F R2 U' F U2 F U2
LatvianOpen2017,1.67,d,B,4,F U2 R2 U2 R' U2 R' U2 R U2 R',8.0, U2 F R' U R2 U' R F2
LatvianOpen2017,1.67,d,B,5,R F' R2 U2 R F R2 F' U' R2 U',8.0, R' F R2 F' U R' F R'
ManchesterOctober2025,1.67,1,A,1,R F' U2 R2 F' R2 U2 R' U' F R2,7.0, F2 R2 F' R U F' R2
ManchesterOctober2025,1.67,1,A,2,U' R U2 R2 U F R2 U' R2 F' U2,9.0, F U' F' R2 U R' F' R U'
ManchesterOctober2025,1.67,1,A,3,R U2 F' R' U2 R' F2 U2 R2 U' R',10.0, F U' F R' F2 R U F' U2 R
ManchesterOctober2025,1.67,1,A,4,R' F U' R U' R' U2 F2 R U2 R,8.0, U2 F2 R' F' U F' U R'
ManchesterOctober2025,1.67,1,A,5,U' F U' F U R' F U2 R2 U' R',10.0, F U F' U2 F' R U' F' U R
MedanSpeedcubingFestival2023,1.67,f,A,1,U2 R' U F U' R' U2 F R U' R',9.0, R2 F U R2 U2 F2 U' R' U'
MedanSpeedcubingFestival2023,1.67,f,A,2,R U2 R' F' R2 U' R' U2 R' F U',9.0, F U2 R F R' U F2 U R2
MedanSpeedcubingFestival2023,1.67,f,A,3,R' F' U' R2 F R U' R U' R' U',8.0, U' F2 R F R2 F' U F
MedanSpeedcubingFestival2023,1.67,f,A,4,U' R F' U' R' U' F U2 R U R2,10.0, F R' F2 U2 F U' F2 U' R2 U2
MedanSpeedcubingFestival2023,1.67,f,A,5,R' U2 F U' R U2 R' U' F U2 F,9.0, F R F U' F' U F2 U2 R2
MimosaMallMasterCubers2022,1.67,2,B,1,U' R U R' U2 R U' R U' R2 F2,9.0, F U2 R' F' U F' R F U'
MimosaMallMasterCubers2022,1.67,2,B,2,R F' R' U R' U' F R2 U' R U',8.0, U R F' R2 U F' U2 F
MimosaMallMasterCubers2022,1.67,2,B,3,U2 F' R2 U2 F' R U' R U2 F' U2,8.0, F R2 F2 R F R' F2 R2
MimosaMallMasterCubers2022,1.67,2,B,4,R U' R' F U2 R' U' R U2 R' U2,8.0, F2 R U' F R' U F' U2
MimosaMallMasterCubers2022,1.67,2,B,5,R F' R2 U F U2 R' U' R U' R,9.0, F R U2 F' R2 U R' F2 R2
NCROpen2017,1.67,2,D,1,R' F' U' R U R' F U' R2 U2 F,9.0, F U2 R2 U R2 F' R2 F R'
NCROpen2017,1.67,2,D,2,U' F U' F R U' R' U2 F U' R,9.0, U2 R F2 R F2 R F' R U
NCROpen2017,1.67,2,D,3,U2 F U2 F2 R U2 R' U2 R U2 R',9.0, R F R2 F U R' U R U2
NCROpen2017,1.67,2,D,4,R' U' F U R U R U' R' U R2,7.0, R2 U F' U F' U F
NCROpen2017,1.67,2,D,5,U' R' U' F U2 R U R' U2 F' U',7.0, F2 U' F' U F2 R U'
NacionalesElSalvador2024,1.67,1,A,1,R' U' R U2 R' F U2 R2 F' R' U2,9.0, F R2 F' R F2 U' R2 U R2
NacionalesElSalvador2024,1.67,1,A,2,F' U2 F R U' R F' R' U2 R' U',9.0, F R2 U F U2 R F' U R'
NacionalesElSalvador2024,1.67,1,A,3,R U R' F U2 R2 U2 R2 U' R2 U2,8.0, U2 F R' U R U' R F
NacionalesElSalvador2024,1.67,1,A,4,R F' R U2 R2 F' U' R U' R U2,8.0, R U' F2 U F2 U R' F'
NacionalesElSalvador2024,1.67,1,A,5,R U' R2 F' R U' R U2 R' U F,9.0, U' R U F' U2 F' U' F R2
NacionalesGuatemala2023,1.67,1,D,1,U R' U' R' F U R U2 R' F U',9.0, U F2 U' R U' R2 F2 R' U'
NacionalesGuatemala2023,1.67,1,D,2,R U R F' R' U R' F U2 F' R,9.0, U' F' U' F R2 F R2 F' R2
NacionalesGuatemala2023,1.67,1,D,3,U R' U2 F' U2 R U R' F U2 R2,9.0, F' U F' U2 F' U2 R U' R
NacionalesGuatemala2023,1.67,1,D,4,U2 R' F U2 F R2 U' R2 U' F U',9.0, F' R F U2 F U2 R' F' U
NacionalesGuatemala2023,1.67,1,D,5,U' F' U' F' R2 F R U2 R' F U',8.0, U F' R U' R F2 R' U
NanchangMediumnSmallCubes2018,1.67,f,A,1,R' U2 F R U2 R' U' F R F' U',9.0, F R' U' R U F R' F2 R2
NanchangMediumnSmallCubes2018,1.67,f,A,2,F2 R U R F' R2 F' U' R U R',9.0, F U R U2 R F U R2 F'
NanchangMediumnSmallCubes2018,1.67,f,A,3,U2 R' U2 R U R2 F' R' U2 F R2,9.0, U' R U F2 R' F U R' F
NanchangMediumnSmallCubes2018,1.67,f,A,4,U R U2 F U' R U2 R' F' R2 F',9.0, F2 U' R U R U2 F2 U' F
NanchangMediumnSmallCubes2018,1.67,f,A,5,R' F' U' F U R2 U R' U R U',9.0, F2 R F' R2 F' U2 R' U' F'
NapervilleWinter2024,1.67,1,B,1,R2 U' R2 F R U R U2 R' F R,9.0, U R' U' R2 F U' F' R F'
NapervilleWinter2024,1.67,1,B,2,U2 R U2 R2 U2 F' R U2 R' U2 R2,8.0, F' U R' U2 F' R U2 R'
NapervilleWinter2024,1.67,1,B,3,R' U2 F' U2 R2 U R' F U' F R,8.0, F U R2 F2 U2 R F2 R'
NapervilleWinter2024,1.67,1,B,4,U R' U' R U2 F U' F2 R2 F' R',10.0, U R U F2 U F2 U R' F2 U2
NapervilleWinter2024,1.67,1,B,5,R F' U' F' U2 R' U' R' F' U R2,9.0, F U' R' F' R2 U' R2 U F'
NewJerseyChampionship2024,1.67,f,A,1,F R U2 R U2 F' U' R2 F' R U2,9.0, F U F2 R2 U2 R' U2 R' U'
NewJerseyChampionship2024,1.67,f,A,2,R' U2 R' F U' R2 U' F2 R U' R,9.0, U' F' R F' U2 R2 F' U' F2
NewJerseyChampionship2024,1.67,f,A,3,R' U' F' U2 F' U R2 U' R2 F U',8.0, U2 R U2 R U' F2 U F2
NewJerseyChampionship2024,1.67,f,A,4,U' R' U' F' U2 F U' R2 U' F R,10.0, F R' U R' U2 F U' F R2 F2
NewJerseyChampionship2024,1.67,f,A,5,R' U R' F U2 R U' R' U R U2,9.0, U R2 U' F U' F R' F2 U'
NiskayunaNimbleFingers2023,1.67,1,B,1,U2 F R U R' U' R U' R U2 R',9.0, F R2 U F U2 F U' R F
NiskayunaNimbleFingers2023,1.67,1,B,2,U R U' R' U2 R2 U' R U2 R' U2,9.0, U2 R2 F R F2 U' F2 R F'
NiskayunaNimbleFingers2023,1.67,1,B,3,R F' R2 F' U2 F U' F R U R',9.0, R2 F' U R2 F2 U R F2 U'
NiskayunaNimbleFingers2023,1.67,1,B,4,U' R' F R U R2 U' F U' R2 U',9.0, F2 U R F R2 U2 F2 U R'
NiskayunaNimbleFingers2023,1.67,1,B,5,R F' U' R2 U' R2 U R' U' F R,8.0, R2 F2 U' R' U2 R' U2 R2
NordicChampionship2019,1.67,3,B,1,R' F R2 U' R U2 R2 U' F U' F,10.0, F U' F' U F' R U2 F' U' F2
NordicChampionship2019,1.67,3,B,2,U2 R F R2 U' F R U' R U2 R2,9.0, F' U R' U R' F2 R' U2 R'
NordicChampionship2019,1.67,3,B,3,F R2 U R' F R U2 R' U' F U2,9.0, F2 U2 F' U2 F' U' F' R' F'
NordicChampionship2019,1.67,3,B,4,U R' F U2 F R U' R' U' F2 R,8.0, F U2 F R F' R' F' U
NordicChampionship2019,1.67,3,B,5,R' F' U2 F R2 U' F' R' F U2 R,9.0, U2 F2 U F2 R U F2 R2 F
OctoberahedroniHvidovre2024,1.67,1,A,1,U R U' R2 U2 R' F2 R2 U2 R' U,10.0, F' U' R F2 R' F2 U F' U F
OctoberahedroniHvidovre2024,1.67,1,A,2,R' U2 R U2 R U2 F R2 U' F' U2,10.0, F U F' U' F U2 R F' U' F2
OctoberahedroniHvidovre2024,1.67,1,A,3,U' R' U' F U2 R2 U2 F' R2 U' F',7.0, F U' R2 F2 U R U
OctoberahedroniHvidovre2024,1.67,1,A,4,R' U2 F' U2 F R2 U' R2 U R U2,9.0, R U F2 R2 U' R U R F2
OctoberahedroniHvidovre2024,1.67,1,A,5,U R U' R' U' F U2 F U2 F' R,9.0, F2 R F' U R' F R' U2 R
OregonChampionship2023,1.67,1,D,1,U R F' R' U2 R' U F' R2 F' U',9.0, R2 U2 R U2 F' R F2 R U
