competition_id,mean,round_type_id,group_id,scramble_num,scramble,optimal_tickcount,tickcount_solution
FuenlabradaOpen2018,22.4,c,B,2,UR0+ DR1- DL2- UL0+ U5- R3+ D1- L1+ ALL1+ y2 U2- R3- D2- L0+ ALL5+ DR UL,22,DL4+ U5+ R2- L3- y2 U1+ DR2+ UR1+ \1+ ALL3-
FuenlabradaOpen2018,22.4,c,B,3,UR5+ DR3- DL0+ UL3- U2- R3- D3+ L4+ ALL3+ y2 U3- R1+ D1- L2- ALL6+ DL,15,UR1+ U1- L1- /3- y2 dr4- D1+ R1- U1+ UL2+
FuenlabradaOpen2018,22.4,c,B,4,UR1- DR5- DL3+ UL3+ U5+ R4- D5- L1+ ALL6+ y2 U2- R2+ D5+ L4+ ALL6+ UR DL,24,DR1- DL4- UL3- U4- R1- ul2- y2 dr1+ R1- U2+ DL4- DR1-
FuenlabradaOpen2018,22.4,c,B,5,UR6+ DR5- DL4+ UL1- U1+ R5+ D2- L5- ALL5+ y2 U2+ R4- D2+ L1+ ALL0+ UR UL,29,DR3+ UL2+ U4+ R3+ ur1- \5+ y2 dl1- R4+ U3- UL1+ DL2-
GACubersSummerBlast2018,22.4,f,B,1,UR3- DR5+ DL1- UL6+ U6+ R2- D5- L1+ ALL5- y2 U1- R1+ D5+ L4+ ALL2+,23,DL1+ UL3+ L2+ ALL4+ y2 dr3+ D1- R1- U1+ DL4- \3+
GACubersSummerBlast2018,22.4,f,B,2,UR2+ DR1- DL2- UL3+ U5- R5+ D4- L1- ALL5- y2 U2- R5- D4+ L3+ ALL2+ DR UL,26,DR5- R1- \2+ y2 ur3- R3- U2+ L3- DR4- \3-
GACubersSummerBlast2018,22.4,f,B,3,UR0+ DR2- DL2- UL1+ U2+ R5+ D2- L1+ ALL4- y2 U2- R2- D1+ L2+ ALL2- DL UL,18,UR3- D6- \2- y2 dl1+ dr1+ D1+ DL2- UR2+
GACubersSummerBlast2018,22.4,f,B,4,UR0+ DR3- DL2- UL0+ U0+ R6+ D5+ L0+ ALL3+ y2 U4- R1+ D1- L5- ALL5- DR DL UL,21,R3- L2+ ul4- \4- y2 ul2- R1- UL4+ DL1+
GACubersSummerBlast2018,22.4,f,B,5,UR1- DR3+ DL6+ UL1- U5- R1- D5+ L4+ ALL6+ y2 U1+ R4+ D4- L1+ ALL2+ UR,24,DL2- UL5+ U2+ R1- /4+ y2 ur1+ R4+ UL1- DR4+
LexMiniII2024,22.4,d,A,1,UR1+ DR3+ DL3+ UL5- U5+ R5+ D3+ L5+ ALL0+ y2 U3+ R0+ D4- L0+ ALL5+,22,UR1+ DR2+ DL1- UL2- D2+ \2+ y2 D4+ U3- \5-
LexMiniII2024,22.4,d,A,2,UR1- DR2+ DL0+ UL4+ U4- R1- D4- L6+ ALL3+ y2 U2+ R2+ D1+ L1+ ALL2+,15,DL2+ U1+ ur3+ /1+ y2 dl4- ur1- UL1- DR1- UR1-
LexMiniII2024,22.4,d,A,3,UR5- DR4- DL6+ UL0+ U2- R4+ D5- L1- ALL3+ y2 U5- R2- D1- L4- ALL3-,29,UR2+ DR3+ UL5+ L2+ ul2- \6- y2 dl3- UL3+ DL1+ UR2+
LexMiniII2024,22.4,d,A,4,UR1+ DR3+ DL1+ UL2+ U1+ R3- D5- L4- ALL5+ y2 U1- R1- D6+ L0+ ALL3-,22,UR1- DL1+ U3- ur2+ y2 dl1- ur3- D6+ UR1+ ALL4-
LexMiniII2024,22.4,d,A,5,UR2- DR5+ DL4- UL1- U5+ R2- D1- L2+ ALL6+ y2 U1+ R2+ D3+ L5+ ALL1-,24,UR1- UL1- L4+ ALL2+ y2 ul1+ ur2+ D2+ U1+ DL5- UR2- /3+
MarikinaCityReMINX2023,22.4,c,A,1,UR6+ DR6+ DL0+ UL5+ U5+ R5+ D3- L4- ALL3+ y2 U1+ R6+ D3- L1+ ALL2- UR DL,26,UR4- DR1- DL1- D1- dl3+ /5+ y2 ul1+ D3+ R6+ UL1-
MarikinaCityReMINX2023,22.4,c,A,2,UR0+ DR0+ DL4- UL3- U6+ R0+ D3+ L2- ALL4+ y2 U2+ R1+ D1+ L2+ ALL3+ UR DR DL UL,19,UL3- D1+ ur4- dl1+ \1+ y2 dl6+ UL2- DR1-
MarikinaCityReMINX2023,22.4,c,A,3,UR1+ DR5+ DL4- UL4+ U1+ R4- D1- L3- ALL2- y2 U5- R1- D1+ L2- ALL5- UR DR DL UL,21,DR1- DL1+ UL2+ U4+ R1- ur1- \1- y2 U1+ UL2+ DR1- UR2+ \4-
MarikinaCityReMINX2023,22.4,c,A,4,UR3- DR5+ DL6+ UL0+ U6+ R1- D1- L1+ ALL3- y2 U3- R2+ D3- L3- ALL0+ DR DL,21,DR1- DL3+ U3- L2+ ul1+ y2 R2- U3+ DL3+ /3+
MarikinaCityReMINX2023,22.4,c,A,5,UR3- DR3+ DL5- UL5+ U1- R2- D2- L3+ ALL4- y2 U6+ R0+ D1- L2- ALL4- UR DR DL UL,25,UR2+ UL3- D4+ /3+ y2 ul2+ dl1+ D1+ U4+ UL2+ /3+
MedanRevival2022,22.4,c,B,1,UR4+ DR0+ DL4+ UL4+ U2+ R4- D6+ L0+ ALL4+ y2 U3- R1+ D0+ L0+ ALL2+ DR DL,22,DL2+ UL2+ y2 ul4- dl6+ dr2- R1- U3+ /2-
MedanRevival2022,22.4,c,B,2,UR5+ DR1+ DL1+ UL2+ U5+ R1- D2- L2- ALL5- y2 U1+ R2+ D1+ L5- ALL3+ DR DL UL,22,R5- L1- dr2+ y2 ul1+ dr1- U1- L4+ DL1+ DR2- /4-
MedanRevival2022,22.4,c,B,3,UR2- DR1- DL3- UL1- U4- R4- D1- L1+ ALL4+ y2 U4+ R5+ D4+ L4- ALL1- UL,29,UR5- DL3+ D2+ ul1- y2 ul1+ U3- L4+ DR4- UR1- /5-
MedanRevival2022,22.4,c,B,4,UR2+ DR5+ DL3+ UL5+ U6+ R5+ D1- L1- ALL4+ y2 U2- R5+ D5+ L1- ALL1- DL,20,DL5+ U1- /4+ y2 ul1- L1- UL2+ DR5- \1-
MedanRevival2022,22.4,c,B,5,UR6+ DR4- DL3- UL5- U4- R2- D5- L5+ ALL0+ y2 U1- R5+ D6+ L1- ALL0+,19,UL3+ ul1- /2- y2 dr2- U1- UL2+ DL1- DR5- /2-
OttawaBlindfolded2024,22.4,c,B,1,UR2- DR1+ DL4- UL4+ U2- R5+ D6+ L1- ALL3- y2 U3- R2- D2+ L4+ ALL3+,22,UR1- DR3- UL1+ dr3+ \4- y2 L3- UL1+ DL2- UR2+ ALL2-
OttawaBlindfolded2024,22.4,c,B,2,UR2- DR2- DL3- UL2+ U2- R1+ D5+ L2- ALL6+ y2 U4+ R4+ D1+ L4+ ALL5-,23,UR2+ DL3+ R1+ D3- dr5- /1- y2 L3- DL1- UR4-
OttawaBlindfolded2024,22.4,c,B,3,UR2+ DR3+ DL2+ UL5+ U5+ R1+ D1+ L2- ALL4+ y2 U6+ R5+ D5+ L2+ ALL2+,27,DR6- L5- \2+ y2 dl1+ ur1+ D3- R1+ DL2- UR6+
OttawaBlindfolded2024,22.4,c,B,4,UR2- DR1+ DL1+ UL0+ U2+ R1- D3- L2- ALL3+ y2 U3+ R1- D4- L6+ ALL3-,20,DL1+ R2+ ALL2- y2 ur1- D3+ L3- UL3- DR1+ /1- ALL3+
OttawaBlindfolded2024,22.4,c,B,5,UR4- DR3+ DL0+ UL0+ U3+ R5+ D3- L0+ ALL4+ y2 U5+ R2+ D0+ L2+ ALL3-,20,UR1+ R5- ALL4- y2 dr1+ R1+ UL2- UR3- \3-
ParlaOpen2025,22.4,e,B,1,UR2+ DR5- DL2+ UL2+ U2- R2+ D6+ L2- ALL4+ y2 U0+ R5+ D3+ L2- ALL0+,23,DR1- DL2- U2- R2+ ul2+ /4+ y2 D3- R3- UL2+ UR2-
ParlaOpen2025,22.4,e,B,2,UR4+ DR2+ DL1- UL2- U6+ R3- D5+ L1- ALL4- y2 U0+ R5+ D6+ L4+ ALL5+,28,DR3- UL4+ D3- ur1+ dl4+ /3+ y2 dl1+ R3- DL4- DR2-
ParlaOpen2025,22.4,e,B,3,UR1- DR4+ DL0+ UL6+ U6+ R5- D4- L4+ ALL5- y2 U3- R3- D0+ L0+ ALL3+,12,UR1+ R1+ L2+ dr1- /4+ y2 UR3+
ParlaOpen2025,22.4,e,B,4,UR1+ DR5- DL5- UL5+ U5+ R6+ D1+ L2- ALL4- y2 U4- R2- D3- L4- ALL5-,22,UR1+ DR3- L2+ ur5- dr2+ /1+ y2 L1- UL2+ DL3+ UR2+
ParlaOpen2025,22.4,e,B,5,UR5+ DR4+ DL2- UL3- U3- R2+ D0+ L5- ALL2- y2 U4- R1+ D5- L5- ALL4-,27,DR1+ DL3- UL1+ ur5+ y2 dl2+ dr3- R1- U4+ DL5+ /2-
Uppsalaligan4Emoji2024,22.4,f,A,1,UR5+ DR3+ DL0+ UL0+ U5+ R3- D0+ L1+ ALL6+ y2 U3- R1+ D2+ L1- ALL0+,22,UR1- DR4- DL1+ U3+ L2- \2+ ALL4- y2 U1+ UL2+ DL1- DR1-
Uppsalaligan4Emoji2024,22.4,f,A,2,UR2- DR6+ DL0+ UL5- U2- R2- D3+ L5+ ALL5+ y2 U1+ R2- D1- L1+ ALL1+,20,U3- R2- D3+ /5+ ALL1+ y2 U1- UL2- DL1+ UR2+
Uppsalaligan4Emoji2024,22.4,f,A,3,UR1+ DR3+ DL1+ UL3+ U4+ R3- D5- L5+ ALL5- y2 U6+ R1+ D2+ L1+ ALL2+,22,U4+ R1- D1+ L3+ \1+ y2 D1- U5- DL1- UR1- \4-
Uppsalaligan4Emoji2024,22.4,f,A,4,UR1+ DR0+ DL1+ UL4+ U4- R2+ D1+ L1- ALL1- y2 U1- R1- D5- L3+ ALL5-,22,DR3- UL3- U2+ D1+ L1- \1+ y2 D4- DL3- UR1+ ALL3+
Uppsalaligan4Emoji2024,22.4,f,A,5,UR3- DR1+ DL4+ UL0+ U1- R6+ D4+ L5+ ALL3+ y2 U5- R0+ D1+ L5+ ALL2-,26,UL1+ U3+ R4- D3+ L2+ y2 D1- L2+ UL5+ /4- \1-
AtomicCubing2016,22.6,c,A,1,UR1+ DR4+ DL2+ UL1+ U0+ R5- D4- L3- ALL5- y2 U2- R4- D0+ L5- ALL3- DR,21,U2- D2- ALL1+ y2 dr1- D5+ DL5+ DR2+ UR2+ \1+
AtomicCubing2016,22.6,c,A,2,UR4- DR3+ DL4+ UL1- U6+ R1+ D5+ L3- ALL2- y2 U2+ R4+ D5+ L0+ ALL2+ DL UL,18,U1- ul4+ y2 dl1+ U2- L1+ DL1- DR4- /4+
AtomicCubing2016,22.6,c,A,3,UR4+ DR5- DL5+ UL3- U1+ R3+ D0+ L1- ALL1- y2 U5+ R3- D3+ L4+ ALL5- UR DL UL,23,UR1- UL1- R1- y2 ul1- ur2+ R5- UL1- DL3- UR4- /4-
AtomicCubing2016,22.6,c,A,4,UR5+ DR4- DL3- UL0+ U1+ R4+ D5+ L2- ALL3- y2 U4+ R0+ D2- L3- ALL4- DR UL,26,UR3- DR2- DL4+ U3- L1+ y2 ur4- U5- UL1+ DL2+ /1-
AtomicCubing2016,22.6,c,A,5,UR6+ DR2+ DL1+ UL1- U2- R1- D6+ L0+ ALL2- y2 U1+ R2- D6+ L3- ALL4- UR DR,25,UR3- DR1+ DL2+ R5- L2- ALL2- y2 dr3- DL3+ DR3+ UR1-
BringtheHeatAZ2023,22.6,d,B,1,UR0+ DR4- DL3- UL2- U3- R6+ D2+ L5+ ALL4+ y2 U1+ R2+ D5+ L6+ ALL2+ UR DR DL,25,U5+ R2- D5+ dr1- y2 ul2+ L2- DL4- DR1- UR1- ALL2+
BringtheHeatAZ2023,22.6,d,B,2,UR5- DR1- DL2+ UL0+ U6+ R4+ D3+ L0+ ALL2- y2 U1+ R2- D1- L4+ ALL1+ UL,18,UR2+ DL2- U3- D2- \2- y2 L2- UL1- DL1- DR2+ ALL1-
BringtheHeatAZ2023,22.6,d,B,3,UR1- DR3+ DL5- UL3+ U3+ R1- D3+ L1+ ALL2+ y2 U4- R2+ D1+ L6+ ALL6+ DR DL UL,25,DR1- U5- L1+ ur1+ \4- y2 dl3- dr1+ D1- UL4+ DL2+ DR2-
BringtheHeatAZ2023,22.6,d,B,4,UR1- DR4+ DL3- UL2+ U3+ R1- D0+ L1- ALL1- y2 U5+ R0+ D0+ L3+ ALL5- DR UL,21,UR2- DL2+ U2- D3- ur1- /4+ y2 dl2+ U2- UL3-
BringtheHeatAZ2023,22.6,d,B,5,UR1- DR1+ DL3+ UL0+ U0+ R3+ D0+ L3+ ALL3- y2 U5+ R1- D1- L4+ ALL1+ UR DR,24,DR1- DL3- U1+ R2- L3- \1- ALL3+ y2 U5- L4- DR1+
CFLFinalLodz2025,22.6,d,C,1,UR4+ DR5- DL4+ UL1+ U5- R6+ D0+ L3- ALL2- y2 U3- R3+ D4+ L3- ALL1+,28,DR4+ DL2- R3+ D1- ur5+ ALL3+ y2 dl1- U1- UL4+ DL1- DR3-
CFLFinalLodz2025,22.6,d,C,2,UR1- DR0+ DL1+ UL1+ U0+ R5- D6+ L3- ALL1- y2 U2+ R2- D3- L4+ ALL1-,22,R6- D5+ L1+ dl2+ y2 D2+ L1- UL3- DR1+ UR1+
CFLFinalLodz2025,22.6,d,C,3,UR4- DR2- DL6+ UL2+ U3+ R4+ D5+ L6+ ALL1+ y2 U2+ R6+ D5+ L1+ ALL4+,19,DR2+ DL1- UL1- D2+ ur1+ y2 dl2- UL1- DR5- UR1- /3+
CFLFinalLodz2025,22.6,d,C,4,UR2+ DR5+ DL3- UL4+ U4- R2+ D2- L3- ALL2- y2 U5- R4- D2- L4- ALL4-,22,DR2- DL2+ U2- R5+ ur1- ALL1- y2 R1+ UL2+ DL2+ UR3+ \1-
CFLFinalLodz2025,22.6,d,C,5,UR1- DR1+ DL2- UL0+ U2- R3+ D6+ L5- ALL5+ y2 U2- R2+ D3+ L3- ALL3-,22,DR1- DL4- U3+ R2- L1- y2 D1- U1- UL3+ DR2- /4+
CalgarySideEvents2020,22.6,d,C,1,UR4+ DR6+ DL1+ UL1+ U2+ R0+ D5+ L5+ ALL1- y2 U5- R4+ D4+ L3+ ALL3+ UR DL,28,UR2+ UL3+ L2+ ul2- /4- y2 ul1- dr3+ D4- UL3- UR4-
CalgarySideEvents2020,22.6,d,C,2,UR5- DR0+ DL4- UL1- U3+ R2+ D2- L2- ALL1- y2 U0+ R2- D3- L0+ ALL4- UR DR UL,19,UR2+ DL6- UL1+ R1+ y2 dr3+ D1+ DR2+ ALL3+
CalgarySideEvents2020,22.6,d,C,3,UR3- DR1- DL0+ UL5- U5- R5+ D2- L2+ ALL3- y2 U0+ R0+ D2- L5- ALL5+ DR UL,24,DR1- DL2+ UL1+ D2+ /4- y2 ul2- dr3+ L3+ DL2+ ALL4-
CalgarySideEvents2020,22.6,d,C,4,UR0+ DR3+ DL4+ UL1+ U3+ R2- D4+ L1+ ALL3+ y2 U1+ R4- D2+ L2- ALL2+ UR DL UL,24,DR1- UL4- D2+ L2- y2 dl3+ D4+ U1- DL2+ DR4+ ALL1+
CalgarySideEvents2020,22.6,d,C,5,UR1+ DR2- DL1+ UL4+ U6+ R1- D2+ L6+ ALL3+ y2 U5+ R3- D3- L1- ALL2+ UR DR UL,18,UR1+ R1+ D1- L1+ dr1+ \1+ y2 ur2+ D3+ U3+ UL1+ UR3+
ChesterOpen2019,22.6,f,A,1,UR0+ DR1+ DL6+ UL6+ U2- R2- D0+ L0+ ALL4+ y2 U2- R2+ D1- L1- ALL1+ DL,20,UR1+ DL5+ UL5- ALL2- y2 ul1+ D1+ R2- U1+ UL1+ \1-
ChesterOpen2019,22.6,f,A,2,UR1+ DR4+ DL5+ UL5+ U0+ R5+ D4+ L5- ALL5+ y2 U0+ R4+ D5- L1+ ALL4+ DR,24,UR1- DR1- UL5- R4+ ul3+ y2 R3+ L1- DR5+ ALL1+
ChesterOpen2019,22.6,f,A,3,UR1+ DR2- DL1- UL4+ U4- R5- D2- L4- ALL1- y2 U2- R2- D3+ L0+ ALL5- DR DL UL,22,UR2+ DR4+ DL1+ U3- ALL2- y2 dr3- D3- UR2+ \2-
ChesterOpen2019,22.6,f,A,4,UR3+ DR1- DL2- UL1+ U5- R5+ D2- L2+ ALL3- y2 U5- R3- D2- L3- ALL1- DR DL,24,DR5+ UL1+ L2- ur2- y2 ur4- D2+ R1+ UL3+ UR2+ ALL2-
ChesterOpen2019,22.6,f,A,5,UR3+ DR5+ DL2+ UL5+ U5+ R5- D5- L0+ ALL2+ y2 U1- R1- D2+ L0+ ALL3+ DR,23,UR1- DR2- L5+ dr4+ ul3+ ALL3+ y2 D2- UR1+ /2-
ChevryMiel2025,22.6,f,A,1,UR5- DR4- DL3- UL2+ U1+ R3- D1- L1+ ALL2+ y2 U2+ R0+ D3- L2- ALL5+,20,UR2+ DR4- R2+ ul1+ \3- y2 dl2- U2- L1- DL3+
ChevryMiel2025,22.6,f,A,2,UR1- DR2- DL1+ UL1- U1+ R2- D5+ L1- ALL3+ y2 U6+ R0+ D3- L4- ALL0+,24,DR5+ UL1+ D3+ y2 ul1- dr1+ U6+ L1+ DL3+ ALL3+
ChevryMiel2025,22.6,f,A,3,UR4- DR6+ DL1+ UL4- U4+ R3- D6+ L3- ALL3- y2 U5+ R1+ D0+ L0+ ALL3-,23,UR1+ DL1- UL3+ L4+ ul5+ y2 dr3+ ur1- U4- UR1-
ChevryMiel2025,22.6,f,A,4,UR5+ DR5+ DL2- UL2+ U3+ R6+ D0+ L0+ ALL5+ y2 U2- R6+ D5- L4- ALL0+,23,DR4- U2+ D1+ ur1+ y2 L3+ DL1+ DR4+ UR2+ /5-
ChevryMiel2025,22.6,f,A,5,UR1+ DR3- DL2- UL3- U3- R0+ D6+ L0+ ALL1+ y2 U1- R5+ D5+ L2- ALL3-,23,UR2+ UL3+ D1- L2+ ul3- y2 U1+ L2+ DR5- /3- ALL1+
CoosaCubingClash2025,22.6,1,A,1,UR2- DR3- DL3- UL2- U6+ R6+ D4- L2+ ALL4+ y2 U3- R1+ D3- L3- ALL6+,24,DR3- DL1+ UL2+ U4- R2+ \2- y2 ur3- R1- U3+ DL3+
CoosaCubingClash2025,22.6,1,A,2,UR3+ DR2+ DL1+ UL1- U1- R4- D0+ L1- ALL4+ y2 U2- R2+ D2+ L2- ALL2+,15,UR1+ DR2- DL1- UL1+ U3- L1+ y2 UL2+ DR2- /2-
CoosaCubingClash2025,22.6,1,A,3,UR1+ DR2- DL5+ UL5+ U0+ R3+ D3- L0+ ALL2+ y2 U5+ R2+ D1+ L3+ ALL2+,24,UR2- U4- L2+ ur3+ \2+ y2 dl3+ D1- UL3- UR2- \2+
CoosaCubingClash2025,22.6,1,A,4,UR4+ DR4- DL4- UL5- U3+ R5+ D4- L2- ALL1- y2 U1+ R3+ D0+ L4- ALL2+,24,UR1- UL1- R4- dr1+ \1+ y2 ul5+ L2+ UL2+ UR3- \4+
CoosaCubingClash2025,22.6,1,A,5,UR1+ DR5+ DL3+ UL5- U0+ R4+ D1+ L1+ ALL1+ y2 U3- R5- D5- L3- ALL1+,26,UR2+ DL2+ UL2+ D1+ L3- dr3- y2 ur5- UL3+ DR5+
CouffouleuxOpen2025,22.6,f,A,1,UR1+ DR1+ DL4- UL1- U3- R5- D3+ L6+ ALL3- y2 U4- R1+ D0+ L2+ ALL2-,22,UR3+ L1- dl4+ /1- y2 ul4+ ur2- R1- U4+ L2-
CouffouleuxOpen2025,22.6,f,A,2,UR6+ DR4+ DL2- UL2+ U1- R4+ D2- L4+ ALL5- y2 U1+ R5+ D2+ L4+ ALL2-,28,UR2- UL4- U1- dl4+ ul5+ y2 R2- L4- DR2- UR1- \1+ ALL2-
CouffouleuxOpen2025,22.6,f,A,3,UR3+ DR1+ DL3- UL2- U2- R3+ D3- L5+ ALL2+ y2 U0+ R2+ D4+ L2+ ALL4+,18,DR5+ U1+ ur1- dl3+ y2 ur2+ DL2- DR2- \2+
CouffouleuxOpen2025,22.6,f,A,4,UR1- DR6+ DL0+ UL2- U0+ R1+ D4+ L3+ ALL4- y2 U2+ R3+ D3- L1+ ALL5-,21,UR3+ DR3+ DL1- y2 dr2- ur3+ D4+ L1- DR1- UR2- ALL1+
CouffouleuxOpen2025,22.6,f,A,5,UR4+ DR2- DL2+ UL4+ U6+ R1- D4- L4+ ALL1+ y2 U0+ R5+ D3+ L5+ ALL3-,24,UR2- DR1+ D3+ L2+ dr2+ /2+ \2+ y2 R5- L2- DL3-
CubeFactoryBrzeziny2024,22.6,2,B,1,UR2+ DR4- DL0+ UL4+ U6+ R4- D5- L3+ ALL1+ y2 U6+ R2+ D0+ L4+ ALL0+,27,UR6- DL1- UL6- D2- y2 ul1+ ur4+ UL4- UR2- ALL1+
CubeFactoryBrzeziny2024,22.6,2,B,2,UR2+ DR2- DL1+ UL0+ U1- R3+ D4+ L1- ALL1+ y2 U1+ R3- D2+ L6+ ALL0+,19,DR3- U1- ur3- y2 dr2- UL1- DL5- DR3+ /1-
CubeFactoryBrzeziny2024,22.6,2,B,3,UR1- DR6+ DL2- UL5+ U2- R3- D4- L1- ALL2+ y2 U4- R1- D1+ L6+ ALL3+,23,UL2- R2- ul4+ y2 dl1- ur2- U2+ L6+ DR1- UR2+ /1+
CubeFactoryBrzeziny2024,22.6,2,B,4,UR4+ DR0+ DL2+ UL4- U0+ R2- D1- L3+ ALL1+ y2 U2- R2- D6+ L3+ ALL3+,23,DL1- R2- y2 ul3+ L3+ UL4+ DL2+ DR4+ UR2- \2+
CubeFactoryBrzeziny2024,22.6,2,B,5,UR3- DR5- DL5+ UL2- U1+ R4- D1- L2- ALL3+ y2 U1- R1+ D0+ L1- ALL0+,21,DR1+ U4+ R1- L1- \5+ y2 dr3- ur2+ R1- UL1+ \2+
CubinginHD2024,22.6,f,A,1,UR5+ DR5+ DL2+ UL3- U1- R4+ D5+ L3- ALL1+ y2 U1- R3- D4+ L3+ ALL1-,21,UR2- UL3+ U2- L1+ ul3- y2 R3+ UL1+ DL4- /2-
CubinginHD2024,22.6,f,A,2,UR3- DR1- DL0+ UL1- U5- R4+ D2+ L1+ ALL2+ y2 U2- R0+ D0+ L0+ ALL1+,14,U3- D1- dl4- /1- ALL2- y2 dr1- U2+
CubinginHD2024,22.6,f,A,3,UR4- DR5+ DL5- UL5+ U4- R6+ D5- L5- ALL2- y2 U3+ R4- D0+ L2+ ALL1-,29,UR3+ DL5+ R2+ /5+ ALL6- y2 dr1- R4+ U1- UL2-
CubinginHD2024,22.6,f,A,4,UR1- DR4+ DL5+ UL4+ U3- R3+ D1- L6+ ALL0+ y2 U6+ R2- D3+ L4+ ALL1+,25,UR1+ DR5+ DL1- UL2- U1+ ur2+ ALL1+ y2 ul2- U4+ L1- DL3- UR2+
CubinginHD2024,22.6,f,A,5,UR4+ DR0+ DL0+ UL2+ U1+ R4+ D1+ L0+ ALL1+ y2 U0+ R5- D3- L1- ALL2-,24,UR4+ DL1- U1+ L1- \4- y2 dl2- R2+ L1+ DR3+ ALL5-
DFWCubingWinter2024,22.6,f,A,1,UR1- DR6+ DL4- UL1+ U0+ R4+ D2- L4+ ALL0+ y2 U1+ R1+ D1- L5- ALL4+,22,UR1+ UL1- R2+ ALL2+ y2 ur1- R3+ U1- DL5+ DR4- ALL2-
DFWCubingWinter2024,22.6,f,A,2,UR2- DR4+ DL2+ UL1+ U6+ R4- D1- L1+ ALL4- y2 U1+ R0+ D1- L5- ALL3+,27,UR2+ DL5- UL1+ U4+ ur3- ALL2- y2 dl1+ U1- L4+ DL1+ \3-
DFWCubingWinter2024,22.6,f,A,3,UR5+ DR4+ DL1- UL3+ U3- R3- D0+ L2- ALL2+ y2 U0+ R2- D5- L1+ ALL3-,22,UR5- DR1- D2- /3+ y2 ul1+ D5+ R2+ L1- ALL2+
DFWCubingWinter2024,22.6,f,A,4,UR3+ DR3+ DL2+ UL3+ U4+ R5+ D5- L2- ALL2- y2 U4- R2+ D3+ L5+ ALL1-,26,UR1+ U1+ L3- ur2+ y2 dl3- D6+ R2- UL4+ DL3+ ALL1-
DFWCubingWinter2024,22.6,f,A,5,UR0+ DR4+ DL1- UL5- U2+ R3- D3- L1+ ALL2- y2 U0+ R1- D2- L1+ ALL3-,16,DR1- DL1+ UL3+ L1+ ul2+ /1+ y2 dl3+ D2+ R1+ L1-
